0	3	6	480	570	0	1
0	3	6	485	575	0	1
0	3	6	490	580	0	1
0	3	6	495	585	0	1
0	3	6	500	590	0	1
0	3	6	505	595	0	1
0	3	6	510	600	0	1
0	3	6	515	605	0	1
0	3	6	520	610	0	1
0	3	6	525	615	0	1
0	3	6	530	620	0	1
0	3	6	535	625	0	1
0	3	6	540	630	0	1
0	3	6	545	635	0	1
0	3	6	550	640	0	1
0	3	6	555	645	0	1
0	3	6	560	650	0	1
0	3	6	565	655	0	1
0	3	6	570	660	0	1
0	3	6	575	665	0	1
0	3	6	580	670	0	1
0	3	6	585	675	0	1
0	3	6	590	680	0	1
0	3	6	595	685	0	1
0	3	6	600	690	0	1
1	3	0	540	640	0	0
1	3	0	545	645	0	0
1	3	0	550	650	0	0
1	3	0	555	655	0	0
1	3	0	560	660	0	0
1	3	0	565	665	0	0
1	3	0	570	670	0	0
1	3	0	575	675	0	0
1	3	0	580	680	0	0
1	3	0	585	685	0	0
1	3	0	590	690	0	0
1	3	0	595	695	0	0
1	3	0	600	700	0	0
1	3	0	605	705	0	0
1	3	0	610	710	0	0
1	3	0	615	715	0	0
1	3	0	620	720	0	0
1	3	0	625	725	0	0
1	3	0	630	730	0	0
1	3	0	635	735	0	0
1	3	0	640	740	0	0
1	3	0	645	745	0	0
1	3	0	650	750	0	0
1	3	0	655	755	0	0
1	3	0	660	760	0	0
2	6	3	630	720	0	1
2	6	3	635	725	0	1
2	6	3	640	730	0	1
2	6	3	645	735	0	1
2	6	3	650	740	0	1
2	6	3	655	745	0	1
2	6	3	660	750	0	1
2	6	3	665	755	0	1
2	6	3	670	760	0	1
2	6	3	675	765	0	1
2	6	3	680	770	0	1
2	6	3	685	775	0	1
2	6	3	690	780	0	1
2	6	3	695	785	0	1
2	6	3	700	790	0	1
2	6	3	705	795	0	1
2	6	3	710	800	0	1
2	6	3	715	805	0	1
2	6	3	720	810	0	1
2	6	3	725	815	0	1
2	6	3	730	820	0	1
2	6	3	735	825	0	1
2	6	3	740	830	0	1
2	6	3	745	835	0	1
2	6	3	750	840	0	1
3	0	3	715	765	0	0
3	0	3	720	770	0	0
3	0	3	725	775	0	0
3	0	3	730	780	0	0
3	0	3	735	785	0	0
3	0	3	740	790	0	0
3	0	3	745	795	0	0
3	0	3	750	800	0	0
3	0	3	755	805	0	0
3	0	3	760	810	0	0
3	0	3	765	815	0	0
3	0	3	770	820	0	0
3	0	3	775	825	0	0
3	0	3	780	830	0	0
3	0	3	785	835	0	0
3	0	3	790	840	0	0
3	0	3	795	845	0	0
3	0	3	800	850	0	0
3	0	3	805	855	0	0
3	0	3	810	860	0	0
