0	8	25	340	395	0	0
1	25	8	490	545	0	0
2	8	25	590	645	0	0
3	25	3	675	745	0	0
4	3	25	785	860	0	0
5	25	8	1015	1070	0	0
6	11	25	420	490	0	1
7	25	11	520	580	0	1
8	11	22	870	970	0	1
9	22	11	1130	1230	0	1
10	24	22	425	505	0	2
11	22	24	540	625	0	2
12	24	22	660	740	0	2
13	22	24	775	860	0	2
14	23	25	365	450	0	3
15	25	23	480	560	0	3
16	23	25	605	690	0	3
17	25	23	720	800	0	3
18	23	25	845	930	0	3
19	25	23	960	1040	0	3
20	23	25	1085	1170	0	3
21	25	23	1200	1280	0	3
22	25	23	420	500	0	4
23	23	25	545	630	0	4
24	25	23	660	740	0	4
25	23	25	785	870	0	4
26	25	23	900	980	0	4
27	23	25	1025	1110	0	4
28	25	23	1140	1220	0	4
29	16	19	335	395	0	5
30	19	7	600	670	0	5
31	7	19	735	805	0	5
32	19	7	960	1030	0	5
33	7	19	1075	1145	0	5
34	19	16	1195	1255	0	5
35	5	7	375	465	0	6
36	7	19	515	585	0	6
37	19	7	760	830	0	6
38	7	8	865	925	0	6
39	8	7	965	1030	0	6
40	7	5	1225	1310	0	6
41	25	23	360	440	0	7
42	23	25	485	570	0	7
43	25	23	600	680	0	7
44	23	25	725	810	0	7
45	25	23	840	920	0	7
46	23	25	965	1050	0	7
47	3	7	325	405	1	8
48	7	3	570	645	1	8
49	3	7	735	815	1	8
50	7	3	885	960	1	8
51	3	7	1020	1100	1	8
52	7	3	1200	1275	1	8
53	27	25	340	420	1	9
54	25	27	480	555	1	9
55	27	25	610	690	1	9
56	25	27	725	800	1	9
57	27	25	850	930	1	9
58	25	27	980	1055	1	9
59	27	25	1110	1190	1	9
60	25	27	1225	1300	1	9
61	21	25	340	425	1	10
62	25	21	465	540	1	10
63	21	25	590	670	1	10
64	25	21	735	810	1	10
65	21	25	860	940	1	10
66	25	21	975	1050	1	10
67	21	25	1100	1180	1	10
68	25	21	1215	1290	1	10
69	7	32	375	460	1	11
70	32	25	550	630	1	11
71	25	0	700	800	1	11
72	0	25	875	975	1	11
73	25	0	1020	1120	1	11
74	0	25	1170	1270	1	11
75	25	31	385	470	1	12
76	31	25	515	605	1	12
77	25	23	690	770	1	12
78	23	25	815	900	1	12
79	25	31	935	1015	1	12
80	31	25	1055	1140	1	12
81	31	25	345	430	1	13
82	25	31	475	555	1	13
83	31	25	605	690	1	13
84	25	31	750	830	1	13
85	31	25	880	965	1	13
86	25	31	1075	1155	1	13
87	25	26	445	525	1	14
88	26	25	575	660	1	14
89	25	26	720	800	1	14
90	26	25	845	930	1	14
91	25	4	1030	1125	1	14
92	4	25	1175	1270	1	14
93	30	25	420	480	1	15
94	25	22	695	770	1	15
95	22	25	810	890	1	15
96	25	22	935	1010	1	15
97	22	25	1050	1130	1	15
98	25	30	1165	1225	1	15
99	7	6	390	470	1	16
100	6	7	560	645	1	16
101	7	6	745	825	1	16
102	6	7	930	1015	1	16
103	7	6	1065	1145	1	16
104	32	7	365	455	1	17
105	7	32	570	655	1	17
106	32	7	715	805	1	17
107	7	32	900	985	1	17
108	32	7	1035	1125	1	17
109	7	32	1165	1250	1	17
110	25	23	390	470	1	18
111	23	25	515	600	1	18
112	25	23	635	715	1	18
113	23	25	755	840	1	18
114	25	6	910	975	1	18
115	6	25	1025	1095	1	18
116	25	30	480	540	1	19
117	30	25	610	670	1	19
118	25	30	865	925	1	19
119	30	25	1020	1080	1	19
120	17	19	345	420	1	20
121	19	17	460	535	1	20
122	17	23	590	695	1	20
123	23	6	785	870	1	20
124	6	23	905	980	1	20
125	23	12	1050	1105	1	20
126	25	6	435	500	1	21
127	6	25	550	620	1	21
128	25	22	730	805	1	21
129	22	25	895	965	1	21
130	25	6	1030	1095	1	21
131	21	7	355	445	1	22
132	7	7	600	900	1	22
133	7	21	1190	1275	1	22
134	22	19	335	395	1	23
135	19	22	450	510	1	23
136	22	7	590	680	1	23
137	7	7	720	1080	1	23
138	7	22	1220	1305	1	23
139	7	22	375	460	1	24
140	22	7	545	635	1	24
141	7	22	695	780	1	24
142	22	7	920	1010	1	24
143	7	22	1055	1140	1	24
144	22	7	1185	1275	1	24
145	19	7	385	455	1	25
146	7	19	510	580	1	25
147	19	7	655	725	1	25
148	7	19	790	860	1	25
149	19	7	975	1045	1	25
150	7	19	1230	1300	1	25
151	3	25	335	410	2	26
152	25	3	490	560	2	26
153	3	25	605	680	2	26
154	25	3	880	950	2	26
155	3	25	995	1070	2	26
156	25	3	1220	1290	2	26
157	0	25	355	455	2	27
158	25	0	505	605	2	27
159	0	25	880	980	2	27
160	25	0	1030	1130	2	27
161	4	25	355	450	2	28
162	25	4	510	605	2	28
163	4	25	660	755	2	28
164	25	4	805	900	2	28
165	4	25	950	1045	2	28
166	25	4	1140	1235	2	28
167	20	7	365	440	2	29
168	7	20	485	555	2	29
169	20	7	595	670	2	29
170	7	20	720	790	2	29
171	20	7	830	905	2	29
172	7	20	945	1015	2	29
