0	0	7	7	30	-1
1	0	9	9	30	-1
2	0	20	20	30	-1
3	0	19	19	30	-1
4	0	21	19	30	-1
5	0	12	12	30	-1
6	0	4	4	30	-1
7	0	21	21	30	-1
8	1	2	2	35	-1
9	1	23	23	35	-1
10	1	17	17	35	-1
11	1	6	21	35	-1
12	1	21	21	35	-1
13	1	27	27	35	-1
14	1	21	21	35	-1
15	1	26	26	35	-1
16	1	6	5	35	-1
17	1	28	28	35	-1
18	1	21	21	35	-1
19	1	21	21	35	-1
20	1	13	10	35	-1
21	1	21	5	35	-1
22	1	17	17	35	132
23	1	18	18	35	137
24	1	6	6	35	-1
25	1	15	15	35	-1
26	2	2	2	40	-1
27	2	0	0	40	-1
28	2	3	3	40	-1
29	2	16	16	40	-1
30	2	21	28	40	-1
31	2	20	20	40	-1
32	2	28	28	40	-1
33	2	21	28	40	-1
34	2	21	28	40	-1
35	2	28	21	40	-1
36	2	28	4	40	-1
37	2	18	21	40	-1
38	2	26	26	40	-1
39	2	21	7	40	-1
40	2	16	16	40	-1
41	2	5	6	40	-1
42	2	18	18	40	-1
43	2	5	5	40	-1
44	2	28	28	40	-1
45	2	20	20	40	-1
46	2	18	18	40	-1
47	2	19	19	40	-1
48	2	18	18	40	293
49	2	19	18	40	-1
50	3	28	6	45	-1
51	3	15	15	45	-1
52	3	5	21	45	-1
53	3	6	21	45	-1
54	3	17	17	45	-1
55	4	24	24	30	-1
56	4	25	25	30	-1
57	4	14	29	30	-1
58	5	12	12	30	-1
59	5	29	14	30	-1
60	5	26	26	30	-1
61	6	4	21	30	-1
62	6	10	21	30	-1
63	6	25	25	30	-1
64	6	5	5	30	-1
65	7	28	28	30	-1
66	7	25	25	30	-1
67	7	19	19	30	-1
