0	6	19	340	395	0	0
1	19	6	490	545	0	0
2	6	19	590	645	0	0
3	19	1	675	745	0	0
4	1	19	785	860	0	0
5	19	6	1015	1070	0	0
6	8	19	420	490	0	1
7	19	8	520	580	0	1
8	8	16	870	970	0	1
9	16	8	1130	1230	0	1
10	18	16	425	505	0	2
11	16	18	540	625	0	2
12	18	16	660	740	0	2
13	16	18	775	860	0	2
14	17	19	365	450	0	3
15	19	17	480	560	0	3
16	17	19	605	690	0	3
17	19	17	720	800	0	3
18	17	19	845	930	0	3
19	19	17	960	1040	0	3
20	17	19	1085	1170	0	3
21	19	17	1200	1280	0	3
22	19	17	420	500	0	4
23	17	19	545	630	0	4
24	19	17	660	740	0	4
25	17	19	785	870	0	4
26	19	17	900	980	0	4
27	17	19	1025	1110	0	4
28	19	17	1140	1220	0	4
29	10	13	335	395	0	5
30	13	5	600	670	0	5
31	5	13	735	805	0	5
32	13	5	960	1030	0	5
33	5	13	1075	1145	0	5
34	13	10	1195	1255	0	5
35	3	5	375	465	0	6
36	5	13	515	585	0	6
37	13	5	760	830	0	6
38	5	6	865	925	0	6
39	6	5	965	1030	0	6
40	5	3	1225	1310	0	6
41	19	17	360	440	0	7
42	17	19	485	570	0	7
43	19	17	600	680	0	7
44	17	19	725	810	0	7
45	19	17	840	920	0	7
46	17	19	965	1050	0	7
47	1	5	325	405	1	8
48	5	1	570	645	1	8
49	1	5	735	815	1	8
50	5	1	885	960	1	8
51	1	5	1020	1100	1	8
52	5	1	1200	1275	1	8
53	21	19	340	420	1	9
54	19	21	480	555	1	9
55	21	19	610	690	1	9
56	19	21	725	800	1	9
57	21	19	850	930	1	9
58	19	21	980	1055	1	9
59	21	19	1110	1190	1	9
60	19	21	1225	1300	1	9
61	15	19	340	425	1	10
62	19	15	465	540	1	10
63	15	19	590	670	1	10
64	19	15	735	810	1	10
65	15	19	860	940	1	10
66	19	15	975	1050	1	10
67	15	19	1100	1180	1	10
68	19	15	1215	1290	1	10
69	5	26	375	460	1	11
70	26	19	550	630	1	11
71	19	0	700	800	1	11
72	0	19	875	975	1	11
73	19	0	1020	1120	1	11
74	0	19	1170	1270	1	11
75	19	25	385	470	1	12
76	25	19	515	605	1	12
77	19	17	690	770	1	12
78	17	19	815	900	1	12
79	19	25	935	1015	1	12
80	25	19	1055	1140	1	12
81	25	19	345	430	1	13
82	19	25	475	555	1	13
83	25	19	605	690	1	13
84	19	25	750	830	1	13
85	25	19	880	965	1	13
86	19	25	1075	1155	1	13
87	19	20	445	525	1	14
88	20	19	575	660	1	14
89	19	20	720	800	1	14
90	20	19	845	930	1	14
91	19	2	1030	1125	1	14
92	2	19	1175	1270	1	14
93	24	19	420	480	1	15
94	19	16	695	770	1	15
95	16	19	810	890	1	15
96	19	16	935	1010	1	15
97	16	19	1050	1130	1	15
98	19	24	1165	1225	1	15
99	5	4	390	470	1	16
100	4	5	560	645	1	16
101	5	4	745	825	1	16
102	4	5	930	1015	1	16
103	5	4	1065	1145	1	16
104	26	5	365	455	1	17
105	5	26	570	655	1	17
106	26	5	715	805	1	17
107	5	26	900	985	1	17
108	26	5	1035	1125	1	17
109	5	26	1165	1250	1	17
110	19	17	390	470	1	18
111	17	19	515	600	1	18
112	19	17	635	715	1	18
113	17	19	755	840	1	18
114	19	4	910	975	1	18
115	4	19	1025	1095	1	18
116	19	24	480	540	1	19
117	24	19	610	670	1	19
118	19	24	865	925	1	19
119	24	19	1020	1080	1	19
120	11	13	345	420	1	20
121	13	11	460	535	1	20
122	11	17	590	695	1	20
123	17	4	785	870	1	20
124	4	17	905	980	1	20
125	17	11	1050	1105	1	20
126	19	4	435	500	1	21
127	4	19	550	620	1	21
128	19	16	730	805	1	21
129	16	19	895	965	1	21
130	19	4	1030	1095	1	21
131	15	5	355	445	1	22
132	5	5	600	900	1	22
133	5	15	1190	1275	1	22
134	16	13	335	395	1	23
135	13	16	450	510	1	23
136	16	5	590	680	1	23
137	5	5	720	1080	1	23
138	5	16	1220	1305	1	23
139	5	16	375	460	1	24
140	16	5	545	635	1	24
141	5	16	695	780	1	24
142	16	5	920	1010	1	24
143	5	16	1055	1140	1	24
144	16	5	1185	1275	1	24
145	13	5	385	455	1	25
146	5	13	510	580	1	25
147	13	5	655	725	1	25
148	5	13	790	860	1	25
149	13	5	975	1045	1	25
150	5	13	1230	1300	1	25
151	1	19	335	410	2	26
152	19	1	490	560	2	26
153	1	19	605	680	2	26
154	19	1	880	950	2	26
155	1	19	995	1070	2	26
156	19	1	1220	1290	2	26
157	0	19	355	455	2	27
158	19	0	505	605	2	27
159	0	19	880	980	2	27
160	19	0	1030	1130	2	27
161	2	19	355	450	2	28
162	19	2	510	605	2	28
163	2	19	660	755	2	28
164	19	2	805	900	2	28
165	2	19	950	1045	2	28
166	19	2	1140	1235	2	28
167	14	5	365	440	2	29
168	5	14	485	555	2	29
169	14	5	595	670	2	29
170	5	14	720	790	2	29
171	14	5	830	905	2	29
172	5	14	945	1015	2	29
173	14	5	1055	1130	2	29
174	5	14	1195	1265	2	29
175	19	24	395	455	2	30
176	24	5	575	645	2	30
177	5	24	700	770	2	30
178	24	5	850	920	2	30
179	5	24	990	1060	2	30
180	24	5	1105	1175	2	30
181	5	26	1230	1315	2	30
182	18	5	335	400	2	31
183	5	18	485	550	2	31
184	18	5	600	665	2	31
185	5	18	705	770	2	31
186	18	5	815	880	2	31
187	5	18	975	1040	2	31
188	18	5	1085	1150	2	31
189	5	18	1200	1265	2	31
190	26	19	340	420	2	32
191	19	26	470	540	2	32
192	26	19	580	660	2	32
193	19	26	710	780	2	32
194	26	19	820	900	2	32
195	19	26	950	1020	2	32
196	26	19	1060	1140	2	32
197	19	26	1190	1260	2	32
198	19	26	350	420	2	33
199	26	19	460	540	2	33
200	19	26	590	660	2	33
201	26	19	700	780	2	33
202	19	26	830	900	2	33
203	26	19	940	1020	2	33
204	19	26	1070	1140	2	33
205	19	26	410	480	2	34
206	26	19	520	600	2	34
207	19	26	650	720	2	34
208	26	19	760	840	2	34
209	19	26	890	960	2	34
210	26	19	1000	1080	2	34
211	19	26	1130	1200	2	34
212	26	19	400	480	2	35
213	19	26	530	600	2	35
214	26	19	640	720	2	35
215	19	26	770	840	2	35
216	26	19	880	960	2	35
217	19	26	1010	1080	2	35
218	26	19	1120	1200	2	35
219	26	19	490	570	2	36
220	19	3	645	720	2	36
221	3	19	770	850	2	36
222	19	3	955	1030	2	36
223	3	19	1080	1160	2	36
224	19	3	1205	1280	2	36
225	16	19	390	470	2	37
226	19	16	515	590	2	37
227	16	19	630	710	2	37
228	19	16	755	830	2	37
229	16	19	870	950	2	37
230	19	16	995	1070	2	37
231	16	19	1110	1190	2	37
232	24	19	490	550	2	38
233	19	24	625	685	2	38
234	24	19	815	875	2	38
235	19	20	935	1020	2	38
236	20	19	1070	1155	2	38
237	19	24	1200	1260	2	38
238	19	7	490	585	2	39
239	7	19	645	735	2	39
240	19	17	780	860	2	39
241	17	19	905	990	2	39
242	19	17	1030	1110	2	39
243	17	6	1165	1225	2	39
244	14	19	330	400	2	40
245	19	14	495	555	2	40
246	14	19	605	675	2	40
247	19	14	730	790	2	40
248	14	19	835	905	2	40
249	19	14	1125	1185	2	40
250	4	5	445	530	2	41
251	5	4	595	675	2	41
252	4	5	755	840	2	41
253	5	15	1065	1150	2	41
254	15	5	1200	1290	2	41
255	16	19	450	530	2	42
256	19	16	575	650	2	42
257	16	19	690	770	2	42
258	19	16	815	890	2	42
259	16	19	930	1010	2	42
260	19	16	1055	1130	2	42
261	4	19	480	550	2	43
262	19	4	610	675	2	43
263	4	13	765	835	2	43
264	13	4	895	960	2	43
265	4	13	1015	1085	2	43
266	13	4	1140	1205	2	43
267	26	19	370	450	2	44
268	19	13	570	635	2	44
269	13	19	680	745	2	44
270	19	13	820	885	2	44
271	13	19	970	1035	2	44
272	19	26	1105	1185	2	44
273	18	13	345	420	2	45
274	13	18	475	550	2	45
275	18	13	610	685	2	45
276	13	26	900	965	2	45
277	26	13	1015	1075	2	45
278	13	18	1125	1200	2	45
279	16	5	395	485	2	46
280	5	16	570	655	2	46
281	16	5	725	815	2	46
282	5	16	875	960	2	46
283	16	19	1020	1100	2	46
284	19	16	1150	1225	2	46
285	17	5	340	435	2	47
286	5	15	490	575	2	47
287	15	5	630	720	2	47
288	5	17	770	805	2	47
289	17	5	935	1030	2	47
290	5	17	1110	1205	2	47
291	16	19	330	410	2	48
292	19	16	455	530	2	48
293	16	16	660	780	2	48
294	16	19	840	920	2	48
295	19	16	1115	1190	2	48
296	17	5	385	480	2	49
297	5	17	575	670	2	49
298	17	5	720	815	2	49
299	5	17	880	975	2	49
300	17	19	1025	1110	2	49
301	19	16	1160	1235	2	49
302	26	13	350	410	3	50
303	13	26	465	530	3	50
304	26	5	575	665	3	50
305	5	26	715	800	3	50
