0	0	4	4	30	-1
1	0	6	6	30	-1
2	0	12	12	30	-1
3	0	11	11	30	-1
4	1	9	9	35	66
5	1	10	10	35	95
6	1	3	3	35	-1
7	1	7	7	35	-1
8	2	12	12	40	-1
9	2	16	16	40	-1
10	2	13	16	40	-1
11	2	13	16	40	-1
12	2	16	13	40	-1
13	2	16	1	40	-1
14	2	10	13	40	-1
15	2	15	15	40	-1
16	2	13	4	40	-1
17	2	8	8	40	-1
18	2	2	3	40	-1
19	2	10	10	40	-1
20	2	2	2	40	-1
21	2	16	16	40	-1
22	2	12	12	40	-1
23	2	10	10	40	-1
24	2	11	11	40	-1
25	2	10	10	40	83
26	2	11	10	40	-1
27	3	16	3	45	-1
28	3	7	7	45	-1
29	3	2	13	45	-1
30	3	3	13	45	-1
31	3	9	9	45	-1
