0	0	6	6	30	-1
1	0	8	8	30	-1
2	0	18	18	30	-1
3	0	17	17	30	-1
4	0	19	17	30	-1
5	0	10	10	30	-1
6	0	3	3	30	-1
7	0	19	19	30	-1
8	1	1	1	35	-1
9	1	21	21	35	-1
10	1	15	15	35	-1
11	1	5	19	35	-1
12	1	19	19	35	-1
13	1	25	25	35	-1
14	1	19	19	35	-1
15	1	24	24	35	-1
16	1	5	4	35	-1
17	1	26	26	35	-1
18	1	19	19	35	-1
19	1	19	19	35	-1
20	1	11	11	35	-1
21	1	19	4	35	-1
22	1	15	15	35	132
23	1	16	16	35	137
24	1	5	5	35	-1
25	1	13	13	35	-1
26	2	1	1	40	-1
27	2	0	0	40	-1
28	2	2	2	40	-1
29	2	14	14	40	-1
30	2	19	26	40	-1
31	2	18	18	40	-1
32	2	26	26	40	-1
33	2	19	26	40	-1
34	2	19	26	40	-1
35	2	26	19	40	-1
36	2	26	3	40	-1
37	2	16	19	40	-1
38	2	24	24	40	-1
39	2	19	6	40	-1
40	2	14	14	40	-1
41	2	4	5	40	-1
42	2	16	16	40	-1
43	2	4	4	40	-1
44	2	26	26	40	-1
45	2	18	18	40	-1
46	2	16	16	40	-1
47	2	17	17	40	-1
48	2	16	16	40	293
49	2	17	16	40	-1
50	3	26	5	45	-1
51	3	13	13	45	-1
52	3	4	19	45	-1
53	3	5	19	45	-1
54	3	15	15	45	-1
55	4	22	22	30	-1
56	4	23	23	30	-1
57	4	12	27	30	-1
58	5	10	10	30	-1
59	5	27	12	30	-1
60	5	24	24	30	-1
