0	0	6	6	30	-1
1	0	8	8	30	-1
2	0	17	17	30	-1
3	0	16	16	30	-1
4	0	18	16	30	-1
5	0	9	9	30	-1
6	1	1	1	35	-1
7	1	20	20	35	-1
8	1	14	14	35	-1
9	1	5	18	35	-1
10	1	18	18	35	-1
11	1	24	24	35	-1
12	1	18	18	35	-1
13	1	23	23	35	-1
14	1	5	4	35	-1
15	1	25	25	35	-1
16	1	18	18	35	-1
17	1	18	18	35	-1
18	1	10	10	35	-1
19	1	6	18	35	-1
20	1	18	4	35	-1
21	1	14	14	35	120
22	1	15	15	35	125
23	2	1	1	40	-1
24	2	0	0	40	-1
25	2	2	2	40	-1
26	2	13	13	40	-1
27	2	18	25	40	-1
28	2	17	17	40	-1
29	2	25	25	40	-1
30	2	18	25	40	-1
31	2	18	25	40	-1
32	2	25	18	40	-1
33	2	25	3	40	-1
34	2	15	18	40	-1
35	2	23	23	40	-1
36	2	18	6	40	-1
37	2	13	13	40	-1
38	2	4	5	40	-1
39	2	15	15	40	-1
40	2	4	4	40	-1
41	2	15	15	40	-1
42	2	16	16	40	-1
43	2	15	15	40	257
44	2	16	15	40	-1
45	3	25	5	45	-1
46	3	12	12	45	-1
47	3	4	18	45	-1
48	4	21	22	30	-1
49	4	11	11	30	-1
